CHEMICAL,DISEASE,relación,oración,interpretacion
cefazolin,infections,causa,"CONCLUSION: The prevalence of MRSA at the UHO remains low, therefore oxacillin or possibly combined aminopenicillins (amoxicillin/clavulanic acid and ampicillin/sulbactam) or cefazolin can be relied upon for initial therapy of infections likely caused by Staphylococcus aureus.","The text suggests that cefazolin may cause or trigger infections, highlighting a possible causative association: ""CONCLUSION: The prevalence of MRSA at the UHO remains low, therefore oxacillin or possibly combined aminopenicillins (amoxicillin/clavulanic acid and ampicillin/sulbactam) or cefazolin can be relied upon for initial therapy of infections likely caused by Staphylococcus aureus.""."
sanfetrinem,infection,comparación,"Preclinical in vitro and in vivo studies demonstrated that: (i) media composition impacts the activity of sanfetrinem against Mtb, being more potent in the presence of physiologically relevant cholesterol as the only carbon source, compared to the standard broth media; (ii) sanfetrinem shows broad spectrum activity against Mtb clinical isolates, including MDR/XDR strains; (iii) sanfetrinem is rapidly bactericidal in vitro against Mtb despite being poorly stable in the assay media; (iv) there are strong in vitro synergistic interactions with amoxicillin, ethambutol, rifampicin and rifapentine and, (v) sanfetrinem cilexetil is active in an in vivo model of infection.","sanfetrinem is mentioned in comparative context with infection, possibly in terms of efficacy or safety: ""Preclinical in vitro and in vivo studies demonstrated that: (i) media composition impacts the activity of sanfetrinem against Mtb, being more potent in the presence of physiologically relevant cholesterol as the only carbon source, compared to the standard broth media; (ii) sanfetrinem shows broad spectrum activity against Mtb clinical isolates, including MDR/XDR strains; (iii) sanfetrinem is rapidly bactericidal in vitro against Mtb despite being poorly stable in the assay media; (iv) there are strong in vitro synergistic interactions with amoxicillin, ethambutol, rifampicin and rifapentine and, (v) sanfetrinem cilexetil is active in an in vivo model of infection.""."
cholesterol,infection,comparación,"Preclinical in vitro and in vivo studies demonstrated that: (i) media composition impacts the activity of sanfetrinem against Mtb, being more potent in the presence of physiologically relevant cholesterol as the only carbon source, compared to the standard broth media; (ii) sanfetrinem shows broad spectrum activity against Mtb clinical isolates, including MDR/XDR strains; (iii) sanfetrinem is rapidly bactericidal in vitro against Mtb despite being poorly stable in the assay media; (iv) there are strong in vitro synergistic interactions with amoxicillin, ethambutol, rifampicin and rifapentine and, (v) sanfetrinem cilexetil is active in an in vivo model of infection.","cholesterol is mentioned in comparative context with infection, possibly in terms of efficacy or safety: ""Preclinical in vitro and in vivo studies demonstrated that: (i) media composition impacts the activity of sanfetrinem against Mtb, being more potent in the presence of physiologically relevant cholesterol as the only carbon source, compared to the standard broth media; (ii) sanfetrinem shows broad spectrum activity against Mtb clinical isolates, including MDR/XDR strains; (iii) sanfetrinem is rapidly bactericidal in vitro against Mtb despite being poorly stable in the assay media; (iv) there are strong in vitro synergistic interactions with amoxicillin, ethambutol, rifampicin and rifapentine and, (v) sanfetrinem cilexetil is active in an in vivo model of infection.""."
carbon,infection,comparación,"Preclinical in vitro and in vivo studies demonstrated that: (i) media composition impacts the activity of sanfetrinem against Mtb, being more potent in the presence of physiologically relevant cholesterol as the only carbon source, compared to the standard broth media; (ii) sanfetrinem shows broad spectrum activity against Mtb clinical isolates, including MDR/XDR strains; (iii) sanfetrinem is rapidly bactericidal in vitro against Mtb despite being poorly stable in the assay media; (iv) there are strong in vitro synergistic interactions with amoxicillin, ethambutol, rifampicin and rifapentine and, (v) sanfetrinem cilexetil is active in an in vivo model of infection.","carbon is mentioned in comparative context with infection, possibly in terms of efficacy or safety: ""Preclinical in vitro and in vivo studies demonstrated that: (i) media composition impacts the activity of sanfetrinem against Mtb, being more potent in the presence of physiologically relevant cholesterol as the only carbon source, compared to the standard broth media; (ii) sanfetrinem shows broad spectrum activity against Mtb clinical isolates, including MDR/XDR strains; (iii) sanfetrinem is rapidly bactericidal in vitro against Mtb despite being poorly stable in the assay media; (iv) there are strong in vitro synergistic interactions with amoxicillin, ethambutol, rifampicin and rifapentine and, (v) sanfetrinem cilexetil is active in an in vivo model of infection.""."
sanfetrinem,infection,comparación,"Preclinical in vitro and in vivo studies demonstrated that: (i) media composition impacts the activity of sanfetrinem against Mtb, being more potent in the presence of physiologically relevant cholesterol as the only carbon source, compared to the standard broth media; (ii) sanfetrinem shows broad spectrum activity against Mtb clinical isolates, including MDR/XDR strains; (iii) sanfetrinem is rapidly bactericidal in vitro against Mtb despite being poorly stable in the assay media; (iv) there are strong in vitro synergistic interactions with amoxicillin, ethambutol, rifampicin and rifapentine and, (v) sanfetrinem cilexetil is active in an in vivo model of infection.","sanfetrinem is mentioned in comparative context with infection, possibly in terms of efficacy or safety: ""Preclinical in vitro and in vivo studies demonstrated that: (i) media composition impacts the activity of sanfetrinem against Mtb, being more potent in the presence of physiologically relevant cholesterol as the only carbon source, compared to the standard broth media; (ii) sanfetrinem shows broad spectrum activity against Mtb clinical isolates, including MDR/XDR strains; (iii) sanfetrinem is rapidly bactericidal in vitro against Mtb despite being poorly stable in the assay media; (iv) there are strong in vitro synergistic interactions with amoxicillin, ethambutol, rifampicin and rifapentine and, (v) sanfetrinem cilexetil is active in an in vivo model of infection.""."
sanfetrinem,infection,comparación,"Preclinical in vitro and in vivo studies demonstrated that: (i) media composition impacts the activity of sanfetrinem against Mtb, being more potent in the presence of physiologically relevant cholesterol as the only carbon source, compared to the standard broth media; (ii) sanfetrinem shows broad spectrum activity against Mtb clinical isolates, including MDR/XDR strains; (iii) sanfetrinem is rapidly bactericidal in vitro against Mtb despite being poorly stable in the assay media; (iv) there are strong in vitro synergistic interactions with amoxicillin, ethambutol, rifampicin and rifapentine and, (v) sanfetrinem cilexetil is active in an in vivo model of infection.","sanfetrinem is mentioned in comparative context with infection, possibly in terms of efficacy or safety: ""Preclinical in vitro and in vivo studies demonstrated that: (i) media composition impacts the activity of sanfetrinem against Mtb, being more potent in the presence of physiologically relevant cholesterol as the only carbon source, compared to the standard broth media; (ii) sanfetrinem shows broad spectrum activity against Mtb clinical isolates, including MDR/XDR strains; (iii) sanfetrinem is rapidly bactericidal in vitro against Mtb despite being poorly stable in the assay media; (iv) there are strong in vitro synergistic interactions with amoxicillin, ethambutol, rifampicin and rifapentine and, (v) sanfetrinem cilexetil is active in an in vivo model of infection.""."
amoxicillin,infection,comparación,"Preclinical in vitro and in vivo studies demonstrated that: (i) media composition impacts the activity of sanfetrinem against Mtb, being more potent in the presence of physiologically relevant cholesterol as the only carbon source, compared to the standard broth media; (ii) sanfetrinem shows broad spectrum activity against Mtb clinical isolates, including MDR/XDR strains; (iii) sanfetrinem is rapidly bactericidal in vitro against Mtb despite being poorly stable in the assay media; (iv) there are strong in vitro synergistic interactions with amoxicillin, ethambutol, rifampicin and rifapentine and, (v) sanfetrinem cilexetil is active in an in vivo model of infection.","amoxicillin is mentioned in comparative context with infection, possibly in terms of efficacy or safety: ""Preclinical in vitro and in vivo studies demonstrated that: (i) media composition impacts the activity of sanfetrinem against Mtb, being more potent in the presence of physiologically relevant cholesterol as the only carbon source, compared to the standard broth media; (ii) sanfetrinem shows broad spectrum activity against Mtb clinical isolates, including MDR/XDR strains; (iii) sanfetrinem is rapidly bactericidal in vitro against Mtb despite being poorly stable in the assay media; (iv) there are strong in vitro synergistic interactions with amoxicillin, ethambutol, rifampicin and rifapentine and, (v) sanfetrinem cilexetil is active in an in vivo model of infection.""."
ethambutol,infection,comparación,"Preclinical in vitro and in vivo studies demonstrated that: (i) media composition impacts the activity of sanfetrinem against Mtb, being more potent in the presence of physiologically relevant cholesterol as the only carbon source, compared to the standard broth media; (ii) sanfetrinem shows broad spectrum activity against Mtb clinical isolates, including MDR/XDR strains; (iii) sanfetrinem is rapidly bactericidal in vitro against Mtb despite being poorly stable in the assay media; (iv) there are strong in vitro synergistic interactions with amoxicillin, ethambutol, rifampicin and rifapentine and, (v) sanfetrinem cilexetil is active in an in vivo model of infection.","ethambutol is mentioned in comparative context with infection, possibly in terms of efficacy or safety: ""Preclinical in vitro and in vivo studies demonstrated that: (i) media composition impacts the activity of sanfetrinem against Mtb, being more potent in the presence of physiologically relevant cholesterol as the only carbon source, compared to the standard broth media; (ii) sanfetrinem shows broad spectrum activity against Mtb clinical isolates, including MDR/XDR strains; (iii) sanfetrinem is rapidly bactericidal in vitro against Mtb despite being poorly stable in the assay media; (iv) there are strong in vitro synergistic interactions with amoxicillin, ethambutol, rifampicin and rifapentine and, (v) sanfetrinem cilexetil is active in an in vivo model of infection.""."
rifampicin,infection,comparación,"Preclinical in vitro and in vivo studies demonstrated that: (i) media composition impacts the activity of sanfetrinem against Mtb, being more potent in the presence of physiologically relevant cholesterol as the only carbon source, compared to the standard broth media; (ii) sanfetrinem shows broad spectrum activity against Mtb clinical isolates, including MDR/XDR strains; (iii) sanfetrinem is rapidly bactericidal in vitro against Mtb despite being poorly stable in the assay media; (iv) there are strong in vitro synergistic interactions with amoxicillin, ethambutol, rifampicin and rifapentine and, (v) sanfetrinem cilexetil is active in an in vivo model of infection.","rifampicin is mentioned in comparative context with infection, possibly in terms of efficacy or safety: ""Preclinical in vitro and in vivo studies demonstrated that: (i) media composition impacts the activity of sanfetrinem against Mtb, being more potent in the presence of physiologically relevant cholesterol as the only carbon source, compared to the standard broth media; (ii) sanfetrinem shows broad spectrum activity against Mtb clinical isolates, including MDR/XDR strains; (iii) sanfetrinem is rapidly bactericidal in vitro against Mtb despite being poorly stable in the assay media; (iv) there are strong in vitro synergistic interactions with amoxicillin, ethambutol, rifampicin and rifapentine and, (v) sanfetrinem cilexetil is active in an in vivo model of infection.""."
rifapentine,infection,comparación,"Preclinical in vitro and in vivo studies demonstrated that: (i) media composition impacts the activity of sanfetrinem against Mtb, being more potent in the presence of physiologically relevant cholesterol as the only carbon source, compared to the standard broth media; (ii) sanfetrinem shows broad spectrum activity against Mtb clinical isolates, including MDR/XDR strains; (iii) sanfetrinem is rapidly bactericidal in vitro against Mtb despite being poorly stable in the assay media; (iv) there are strong in vitro synergistic interactions with amoxicillin, ethambutol, rifampicin and rifapentine and, (v) sanfetrinem cilexetil is active in an in vivo model of infection.","rifapentine is mentioned in comparative context with infection, possibly in terms of efficacy or safety: ""Preclinical in vitro and in vivo studies demonstrated that: (i) media composition impacts the activity of sanfetrinem against Mtb, being more potent in the presence of physiologically relevant cholesterol as the only carbon source, compared to the standard broth media; (ii) sanfetrinem shows broad spectrum activity against Mtb clinical isolates, including MDR/XDR strains; (iii) sanfetrinem is rapidly bactericidal in vitro against Mtb despite being poorly stable in the assay media; (iv) there are strong in vitro synergistic interactions with amoxicillin, ethambutol, rifampicin and rifapentine and, (v) sanfetrinem cilexetil is active in an in vivo model of infection.""."
glucose,FT1DM,causa,CONCLUSION: This study highlights drugs potentially triggering FT1DM and emphasizes the need for pharmacovigilance and glucose monitoring in patients treated with these medications.,"The text suggests that glucose may cause or trigger FT1DM, highlighting a possible causative association: ""CONCLUSION: This study highlights drugs potentially triggering FT1DM and emphasizes the need for pharmacovigilance and glucose monitoring in patients treated with these medications.""."
beta-lactam,bacterial tonsillitis,comparación,BACKGROUND: No clinical trials have compared the efficacy and safety of beta-lactam antibiotics and fluoroquinolones in acute uncomplicated bacterial tonsillitis.,"beta-lactam is mentioned in comparative context with bacterial tonsillitis, possibly in terms of efficacy or safety: ""BACKGROUND: No clinical trials have compared the efficacy and safety of beta-lactam antibiotics and fluoroquinolones in acute uncomplicated bacterial tonsillitis.""."
fluoroquinolones,bacterial tonsillitis,comparación,BACKGROUND: No clinical trials have compared the efficacy and safety of beta-lactam antibiotics and fluoroquinolones in acute uncomplicated bacterial tonsillitis.,"fluoroquinolones is mentioned in comparative context with bacterial tonsillitis, possibly in terms of efficacy or safety: ""BACKGROUND: No clinical trials have compared the efficacy and safety of beta-lactam antibiotics and fluoroquinolones in acute uncomplicated bacterial tonsillitis.""."
lipopolysaccharide,infections,causa,"Rarely, it can cause serious infections by the production of lipopolysaccharide, an endotoxin.","The text suggests that lipopolysaccharide may cause or trigger infections, highlighting a possible causative association: ""Rarely, it can cause serious infections by the production of lipopolysaccharide, an endotoxin.""."
vancomycin,infections,causa,"However, we observed an alarming 27.9% resistance rate to vancomycin, which is reserved to treat infections caused by multidrug-resistant strains in humans.","The text suggests that vancomycin may cause or trigger infections, highlighting a possible causative association: ""However, we observed an alarming 27.9% resistance rate to vancomycin, which is reserved to treat infections caused by multidrug-resistant strains in humans.""."
vancomycin,methicillin-resistant Staphylococcus aureus,tratamiento,Sixty percent of NS and DS were unaware that vancomycin treats methicillin-resistant Staphylococcus aureus.,"vancomycin appears to be used in the context of treating or preventing methicillin-resistant Staphylococcus aureus, according to: ""Sixty percent of NS and DS were unaware that vancomycin treats methicillin-resistant Staphylococcus aureus.""."
Amoxicillin,toxicities,causa,"Amoxicillin causes dose-dependent toxicities, in particular crystal nephropathy.","The text suggests that Amoxicillin may cause or trigger toxicities, highlighting a possible causative association: ""Amoxicillin causes dose-dependent toxicities, in particular crystal nephropathy.""."
Amoxicillin,nephropathy,causa,"Amoxicillin causes dose-dependent toxicities, in particular crystal nephropathy.","The text suggests that Amoxicillin may cause or trigger nephropathy, highlighting a possible causative association: ""Amoxicillin causes dose-dependent toxicities, in particular crystal nephropathy.""."
amoxicillin,Toxicity,efecto_adverso,Toxicity could be avoided by monitoring of amoxicillin trough plasma concentrations (ATPC).,"amoxicillin has been associated with the adverse effect Toxicity, as indicated in the sentence: ""Toxicity could be avoided by monitoring of amoxicillin trough plasma concentrations (ATPC)."". This suggests a potential risk of Toxicity when using amoxicillin."
amoxicillin-clavulanic acid,UTI,causa,"Herein, we report the cases of two children diagnosed with UTI caused by ESBL-EC (ESBL-UTI) who were switched from empirical intravenous antibiotics in UTI to amoxicillin-clavulanic acid (AMPC/CVA) (14:1) after the causative organism was found to be ESBL-EC.","The text suggests that amoxicillin-clavulanic acid may cause or trigger UTI, highlighting a possible causative association: ""Herein, we report the cases of two children diagnosed with UTI caused by ESBL-EC (ESBL-UTI) who were switched from empirical intravenous antibiotics in UTI to amoxicillin-clavulanic acid (AMPC/CVA) (14:1) after the causative organism was found to be ESBL-EC.""."
AMPC/CVA,UTI,causa,"Herein, we report the cases of two children diagnosed with UTI caused by ESBL-EC (ESBL-UTI) who were switched from empirical intravenous antibiotics in UTI to amoxicillin-clavulanic acid (AMPC/CVA) (14:1) after the causative organism was found to be ESBL-EC.","The text suggests that AMPC/CVA may cause or trigger UTI, highlighting a possible causative association: ""Herein, we report the cases of two children diagnosed with UTI caused by ESBL-EC (ESBL-UTI) who were switched from empirical intravenous antibiotics in UTI to amoxicillin-clavulanic acid (AMPC/CVA) (14:1) after the causative organism was found to be ESBL-EC.""."
fluoroquinolones,RRD,causa,"OBJECTIVE: The study aimed to estimate the RRD risk associated with fluoroquinolones versus other antibiotics with similar indications (i.e., comparison antibiotics).","The text suggests that fluoroquinolones may cause or trigger RRD, highlighting a possible causative association: ""OBJECTIVE: The study aimed to estimate the RRD risk associated with fluoroquinolones versus other antibiotics with similar indications (i.e., comparison antibiotics).""."
beta-lactam,community-acquired pneumonia,efecto_adverso,"BACKGROUND: Guidelines recommend combining macrolides with beta-lactam antibiotics for moderate-to-high severity community-acquired pneumonia (CAP); however, macrolides pose risks of adverse events and anti-microbial resistance.","beta-lactam has been associated with the adverse effect community-acquired pneumonia, as indicated in the sentence: ""BACKGROUND: Guidelines recommend combining macrolides with beta-lactam antibiotics for moderate-to-high severity community-acquired pneumonia (CAP); however, macrolides pose risks of adverse events and anti-microbial resistance."". This suggests a potential risk of community-acquired pneumonia when using beta-lactam."
CAP,community-acquired pneumonia,efecto_adverso,"BACKGROUND: Guidelines recommend combining macrolides with beta-lactam antibiotics for moderate-to-high severity community-acquired pneumonia (CAP); however, macrolides pose risks of adverse events and anti-microbial resistance.","CAP has been associated with the adverse effect community-acquired pneumonia, as indicated in the sentence: ""BACKGROUND: Guidelines recommend combining macrolides with beta-lactam antibiotics for moderate-to-high severity community-acquired pneumonia (CAP); however, macrolides pose risks of adverse events and anti-microbial resistance."". This suggests a potential risk of community-acquired pneumonia when using CAP."
macrolides,community-acquired pneumonia,efecto_adverso,"BACKGROUND: Guidelines recommend combining macrolides with beta-lactam antibiotics for moderate-to-high severity community-acquired pneumonia (CAP); however, macrolides pose risks of adverse events and anti-microbial resistance.","macrolides has been associated with the adverse effect community-acquired pneumonia, as indicated in the sentence: ""BACKGROUND: Guidelines recommend combining macrolides with beta-lactam antibiotics for moderate-to-high severity community-acquired pneumonia (CAP); however, macrolides pose risks of adverse events and anti-microbial resistance."". This suggests a potential risk of community-acquired pneumonia when using macrolides."
phytosterol,infections,causa,"Molecular docking and molecular dynamic simulation analyses revealed that the phytosterol constituents of the extract, especially dehydroergosterol (-46.28 kcal/mol), had good stability (4.35 A) and compactness (35.08 A) with PBP2a relative to the unbound PBP2a and amoxicillin-PBP2a complex during the 100 ns simulation period, reinforcing them as putative leads that may be developed as viable alternatives to beta-lactams against infections caused by MRSA.","The text suggests that phytosterol may cause or trigger infections, highlighting a possible causative association: ""Molecular docking and molecular dynamic simulation analyses revealed that the phytosterol constituents of the extract, especially dehydroergosterol (-46.28 kcal/mol), had good stability (4.35 A) and compactness (35.08 A) with PBP2a relative to the unbound PBP2a and amoxicillin-PBP2a complex during the 100 ns simulation period, reinforcing them as putative leads that may be developed as viable alternatives to beta-lactams against infections caused by MRSA.""."
penicillin,hypersensitivity,efecto_adverso,"The weight of the child, penicillin allergy/ hypersensitivity and clinical response to therapy were commonly reported to influence antibiotic prescribing.","penicillin has been associated with the adverse effect hypersensitivity, as indicated in the sentence: ""The weight of the child, penicillin allergy/ hypersensitivity and clinical response to therapy were commonly reported to influence antibiotic prescribing."". This suggests a potential risk of hypersensitivity when using penicillin."
amoxicillin-clavulanate,DILI,causa,"Improved methods for genomic analysis, particularly the development of genome-wide association studies, have facilitated the identification of genomic risk factors for DILI, but, to date, there are only two main examples, liver injury caused by amoxicillin-clavulanate (AC) and by flucloxacillin, where genetic risk factors causing the injury have been identified and replicated with understanding of the underlying mechanism.","The text suggests that amoxicillin-clavulanate may cause or trigger DILI, highlighting a possible causative association: ""Improved methods for genomic analysis, particularly the development of genome-wide association studies, have facilitated the identification of genomic risk factors for DILI, but, to date, there are only two main examples, liver injury caused by amoxicillin-clavulanate (AC) and by flucloxacillin, where genetic risk factors causing the injury have been identified and replicated with understanding of the underlying mechanism.""."
amoxicillin-clavulanate,liver injury,causa,"Improved methods for genomic analysis, particularly the development of genome-wide association studies, have facilitated the identification of genomic risk factors for DILI, but, to date, there are only two main examples, liver injury caused by amoxicillin-clavulanate (AC) and by flucloxacillin, where genetic risk factors causing the injury have been identified and replicated with understanding of the underlying mechanism.","The text suggests that amoxicillin-clavulanate may cause or trigger liver injury, highlighting a possible causative association: ""Improved methods for genomic analysis, particularly the development of genome-wide association studies, have facilitated the identification of genomic risk factors for DILI, but, to date, there are only two main examples, liver injury caused by amoxicillin-clavulanate (AC) and by flucloxacillin, where genetic risk factors causing the injury have been identified and replicated with understanding of the underlying mechanism.""."
flucloxacillin,DILI,causa,"Improved methods for genomic analysis, particularly the development of genome-wide association studies, have facilitated the identification of genomic risk factors for DILI, but, to date, there are only two main examples, liver injury caused by amoxicillin-clavulanate (AC) and by flucloxacillin, where genetic risk factors causing the injury have been identified and replicated with understanding of the underlying mechanism.","The text suggests that flucloxacillin may cause or trigger DILI, highlighting a possible causative association: ""Improved methods for genomic analysis, particularly the development of genome-wide association studies, have facilitated the identification of genomic risk factors for DILI, but, to date, there are only two main examples, liver injury caused by amoxicillin-clavulanate (AC) and by flucloxacillin, where genetic risk factors causing the injury have been identified and replicated with understanding of the underlying mechanism.""."
flucloxacillin,liver injury,causa,"Improved methods for genomic analysis, particularly the development of genome-wide association studies, have facilitated the identification of genomic risk factors for DILI, but, to date, there are only two main examples, liver injury caused by amoxicillin-clavulanate (AC) and by flucloxacillin, where genetic risk factors causing the injury have been identified and replicated with understanding of the underlying mechanism.","The text suggests that flucloxacillin may cause or trigger liver injury, highlighting a possible causative association: ""Improved methods for genomic analysis, particularly the development of genome-wide association studies, have facilitated the identification of genomic risk factors for DILI, but, to date, there are only two main examples, liver injury caused by amoxicillin-clavulanate (AC) and by flucloxacillin, where genetic risk factors causing the injury have been identified and replicated with understanding of the underlying mechanism.""."
imipenem,bite infections,comparación,"Therefore, antibiotics such as imipenem and chloramphenicol could be of better choice for managing dog bite infections compared to the antibiotics recommended by Uganda Clinical Guidelines, such as metronidazole and amoxicillin-clavulanic acid.","imipenem is mentioned in comparative context with bite infections, possibly in terms of efficacy or safety: ""Therefore, antibiotics such as imipenem and chloramphenicol could be of better choice for managing dog bite infections compared to the antibiotics recommended by Uganda Clinical Guidelines, such as metronidazole and amoxicillin-clavulanic acid.""."
chloramphenicol,bite infections,comparación,"Therefore, antibiotics such as imipenem and chloramphenicol could be of better choice for managing dog bite infections compared to the antibiotics recommended by Uganda Clinical Guidelines, such as metronidazole and amoxicillin-clavulanic acid.","chloramphenicol is mentioned in comparative context with bite infections, possibly in terms of efficacy or safety: ""Therefore, antibiotics such as imipenem and chloramphenicol could be of better choice for managing dog bite infections compared to the antibiotics recommended by Uganda Clinical Guidelines, such as metronidazole and amoxicillin-clavulanic acid.""."
metronidazole,bite infections,comparación,"Therefore, antibiotics such as imipenem and chloramphenicol could be of better choice for managing dog bite infections compared to the antibiotics recommended by Uganda Clinical Guidelines, such as metronidazole and amoxicillin-clavulanic acid.","metronidazole is mentioned in comparative context with bite infections, possibly in terms of efficacy or safety: ""Therefore, antibiotics such as imipenem and chloramphenicol could be of better choice for managing dog bite infections compared to the antibiotics recommended by Uganda Clinical Guidelines, such as metronidazole and amoxicillin-clavulanic acid.""."
amoxicillin-clavulanic acid,bite infections,comparación,"Therefore, antibiotics such as imipenem and chloramphenicol could be of better choice for managing dog bite infections compared to the antibiotics recommended by Uganda Clinical Guidelines, such as metronidazole and amoxicillin-clavulanic acid.","amoxicillin-clavulanic acid is mentioned in comparative context with bite infections, possibly in terms of efficacy or safety: ""Therefore, antibiotics such as imipenem and chloramphenicol could be of better choice for managing dog bite infections compared to the antibiotics recommended by Uganda Clinical Guidelines, such as metronidazole and amoxicillin-clavulanic acid.""."
amoxicillin,neurodevelopmental toxicity,efecto_adverso,"Notably, prenatal amoxicillin exposure (PAmE) may have long-term neurodevelopmental toxicity for offspring.","amoxicillin has been associated with the adverse effect neurodevelopmental toxicity, as indicated in the sentence: ""Notably, prenatal amoxicillin exposure (PAmE) may have long-term neurodevelopmental toxicity for offspring."". This suggests a potential risk of neurodevelopmental toxicity when using amoxicillin."
amoxicillin,STEC,comparación,"EPEC, EAEC, enterotoxigenic E. coli (ETEC), and Shiga toxin-producing E. coli (STEC) isolates showed higher rates of resistance to amoxicillin (AMO) (90.48 %; 100.00 %; 100.00 %; 100.00 % vs 83.33 %; 85.71 %; 75.00 %; 50.00 %) and SXT (71.43 %; 80.00 %; 75.00 %; 75.00 % vs 0.00 %; 28.57 %; 50.00 %; 25.00 %) in hypertensive patients compared to non-hypertensive patients.","amoxicillin is mentioned in comparative context with STEC, possibly in terms of efficacy or safety: ""EPEC, EAEC, enterotoxigenic E. coli (ETEC), and Shiga toxin-producing E. coli (STEC) isolates showed higher rates of resistance to amoxicillin (AMO) (90.48 %; 100.00 %; 100.00 %; 100.00 % vs 83.33 %; 85.71 %; 75.00 %; 50.00 %) and SXT (71.43 %; 80.00 %; 75.00 %; 75.00 % vs 0.00 %; 28.57 %; 50.00 %; 25.00 %) in hypertensive patients compared to non-hypertensive patients.""."
amoxicillin,AMO,comparación,"EPEC, EAEC, enterotoxigenic E. coli (ETEC), and Shiga toxin-producing E. coli (STEC) isolates showed higher rates of resistance to amoxicillin (AMO) (90.48 %; 100.00 %; 100.00 %; 100.00 % vs 83.33 %; 85.71 %; 75.00 %; 50.00 %) and SXT (71.43 %; 80.00 %; 75.00 %; 75.00 % vs 0.00 %; 28.57 %; 50.00 %; 25.00 %) in hypertensive patients compared to non-hypertensive patients.","amoxicillin is mentioned in comparative context with AMO, possibly in terms of efficacy or safety: ""EPEC, EAEC, enterotoxigenic E. coli (ETEC), and Shiga toxin-producing E. coli (STEC) isolates showed higher rates of resistance to amoxicillin (AMO) (90.48 %; 100.00 %; 100.00 %; 100.00 % vs 83.33 %; 85.71 %; 75.00 %; 50.00 %) and SXT (71.43 %; 80.00 %; 75.00 %; 75.00 % vs 0.00 %; 28.57 %; 50.00 %; 25.00 %) in hypertensive patients compared to non-hypertensive patients.""."
amoxicillin,hypertensive,comparación,"EPEC, EAEC, enterotoxigenic E. coli (ETEC), and Shiga toxin-producing E. coli (STEC) isolates showed higher rates of resistance to amoxicillin (AMO) (90.48 %; 100.00 %; 100.00 %; 100.00 % vs 83.33 %; 85.71 %; 75.00 %; 50.00 %) and SXT (71.43 %; 80.00 %; 75.00 %; 75.00 % vs 0.00 %; 28.57 %; 50.00 %; 25.00 %) in hypertensive patients compared to non-hypertensive patients.","amoxicillin is mentioned in comparative context with hypertensive, possibly in terms of efficacy or safety: ""EPEC, EAEC, enterotoxigenic E. coli (ETEC), and Shiga toxin-producing E. coli (STEC) isolates showed higher rates of resistance to amoxicillin (AMO) (90.48 %; 100.00 %; 100.00 %; 100.00 % vs 83.33 %; 85.71 %; 75.00 %; 50.00 %) and SXT (71.43 %; 80.00 %; 75.00 %; 75.00 % vs 0.00 %; 28.57 %; 50.00 %; 25.00 %) in hypertensive patients compared to non-hypertensive patients.""."
SXT,STEC,comparación,"EPEC, EAEC, enterotoxigenic E. coli (ETEC), and Shiga toxin-producing E. coli (STEC) isolates showed higher rates of resistance to amoxicillin (AMO) (90.48 %; 100.00 %; 100.00 %; 100.00 % vs 83.33 %; 85.71 %; 75.00 %; 50.00 %) and SXT (71.43 %; 80.00 %; 75.00 %; 75.00 % vs 0.00 %; 28.57 %; 50.00 %; 25.00 %) in hypertensive patients compared to non-hypertensive patients.","SXT is mentioned in comparative context with STEC, possibly in terms of efficacy or safety: ""EPEC, EAEC, enterotoxigenic E. coli (ETEC), and Shiga toxin-producing E. coli (STEC) isolates showed higher rates of resistance to amoxicillin (AMO) (90.48 %; 100.00 %; 100.00 %; 100.00 % vs 83.33 %; 85.71 %; 75.00 %; 50.00 %) and SXT (71.43 %; 80.00 %; 75.00 %; 75.00 % vs 0.00 %; 28.57 %; 50.00 %; 25.00 %) in hypertensive patients compared to non-hypertensive patients.""."
SXT,AMO,comparación,"EPEC, EAEC, enterotoxigenic E. coli (ETEC), and Shiga toxin-producing E. coli (STEC) isolates showed higher rates of resistance to amoxicillin (AMO) (90.48 %; 100.00 %; 100.00 %; 100.00 % vs 83.33 %; 85.71 %; 75.00 %; 50.00 %) and SXT (71.43 %; 80.00 %; 75.00 %; 75.00 % vs 0.00 %; 28.57 %; 50.00 %; 25.00 %) in hypertensive patients compared to non-hypertensive patients.","SXT is mentioned in comparative context with AMO, possibly in terms of efficacy or safety: ""EPEC, EAEC, enterotoxigenic E. coli (ETEC), and Shiga toxin-producing E. coli (STEC) isolates showed higher rates of resistance to amoxicillin (AMO) (90.48 %; 100.00 %; 100.00 %; 100.00 % vs 83.33 %; 85.71 %; 75.00 %; 50.00 %) and SXT (71.43 %; 80.00 %; 75.00 %; 75.00 % vs 0.00 %; 28.57 %; 50.00 %; 25.00 %) in hypertensive patients compared to non-hypertensive patients.""."
