abstract,tokens
"OBJECTIVES: The objective of this study is to assess the frequency of the novel sodium bicarbonate (NaHCO(3))-responsive phenotype, wherein clinical methicillin-resistant Staphylococcus aureus (MRSA) isolates are rendered susceptible to standard-of-care beta-lactams in the presence of NaHCO(3), in a collection of 103 clinical U.S. MRSA skin and soft-tissue infection (SSTI) isolates and 22 clinical European SSTI isolates. This study determined the correlation between specific phenotypic and genotypic metrics and the NaHCO(3)-responsive phenotype among U.S. SSTI isolates. METHODS: Antimicrobial susceptibility testing was performed to determine susceptibility phenotypes. Targeted and whole-genome sequencing with a genome-wide sequence analysis were conducted to identify specific and novel genotypes of interest that may be associated with the NaHCO(3)-responsive phenotype. Gene expression analysis and targeted gene deletion were performed to assess the role of a specific novel genetic locus in the NaHCO(3)-responsive phenotype. RESULTS: The NaHCO(3)-responsive phenotype was identified in 78/103 U.S. isolates and 4/22 UK isolates to cefazolin (CFZ), and in 17/103 U.S. isolates and 1/22 UK isolates to oxacillin. In U.S. isolates, a significant association was identified between NaHCO(3)-responsiveness to CFZ and: (a) susceptibility to amoxicillin-clavulanate; (b) a specific mecA genotype; (c) clonal complex type 8; and (d) spa type t008. Genome-wide sequence analysis identified single nucleotide polymorphisms (SNPs) in an AraC family regulator (SAUSA300_RS00540) to be exclusively found in NaHCO(3)-non-responsive SSTI strains. In vitro HCO(3) exposures of NaHCO(3)-responsive strains, but not -non-responsive strains, caused >2-fold upregulated expression of this gene. Deletion of this gene rendered NaHCO(3)-responsive strain MRSA 11/11 no longer NaHCO(3)-responsive to CFZ; we have termed this gene the staphylococcal AraC bicarbonate-response regulator. DISCUSSION: NaHCO(3)-responsiveness is highly associated with clonal complex type 8/spa type t008, a commonly circulating genetic background in North America. The AraC bicarbonate-response regulator, staphylococcal AraC bicarbonate-response regulator, appears to be associated with the mechanism of NaHCO(3)-responsiveness, but more work is needed to verify.","objectives, assess, frequency, novel, sodium, bicarbonate, nahcoresponsive, phenotype, wherein, clinical, methicillinresistant, staphylococcus, aureus, mrsa, isolates, rendered, susceptible, standardofcare, betalactams, presence, nahco, collection, clinical, us, mrsa, skin, softtissue, infection, ssti, isolates, clinical, european, ssti, isolates, determined, correlation, specific, phenotypic, genotypic, metrics, nahcoresponsive, phenotype, among, us, ssti, isolates, antimicrobial, susceptibility, testing, performed, determine, susceptibility, phenotypes, targeted, wholegenome, sequencing, genomewide, sequence, analysis, conducted, identify, specific, novel, genotypes, interest, may, associated, nahcoresponsive, phenotype, gene, expression, analysis, targeted, gene, deletion, performed, assess, role, specific, novel, genetic, locus, nahcoresponsive, phenotype, nahcoresponsive, phenotype, identified, us, isolates, uk, isolates, cefazolin, cfz, us, isolates, uk, isolates, oxacillin, us, isolates, significant, association, identified, nahcoresponsiveness, cfz, susceptibility, amoxicillinclavulanate, b, specific, meca, genotype, c, clonal, complex, type, spa, type, genomewide, sequence, analysis, identified, single, nucleotide, polymorphisms, snps, arac, family, regulator, sausars, exclusively, found, nahcononresponsive, ssti, strains, vitro, hco, exposures, nahcoresponsive, strains, nonresponsive, strains, caused, fold, upregulated, expression, gene, deletion, gene, rendered, nahcoresponsive, strain, mrsa, longer, nahcoresponsive, cfz, termed, gene, staphylococcal, arac, bicarbonateresponse, regulator, discussion, nahcoresponsiveness, highly, associated, clonal, complex, type, spa, type, commonly, circulating, genetic, north, america, arac, bicarbonateresponse, regulator, staphylococcal, arac, bicarbonateresponse, regulator, appears, associated, mechanism, nahcoresponsiveness, work, needed, verify"
"OBJECTIVE: The objective of this study was to evaluate the ability of two macroscopic quality indicators to guide antibiotic stewardship strategies. METHODS: Setting: Bourgogne-Franche-Comte region (eight departments). Antibiotic reimbursement data, expressed in defined daily doses, were used to calculate two macroscopic quality indicators from 2015 to 2020. Urinary tract infection indicator: (fosfomycin + nitrofurantoin + pivmecillinam) / (ciprofloxacin + ofloxacin + norfloxacin) calculated in women aged 15 to 64. Indicator for ear, nose, throat and respiratory tract infections: (amoxicillin/ (amoxicillin-clavulanate + oral 3GC) calculated in children under 15 years of age. RESULTS: In 2020, global antibiotic consumption varied from 22.2 to 26.6 defined daily doses per 1000 inhabitants per day, depending on the department. The macroscopic quality indicators were lowest in the departments of Nievre and Yonne. The scores for the urinary tract infection indicator were 0.55 and 0.74, respectively, while those for the ear, nose and throat and respiratory tract infection indicators were 1.85 and 2.12, respectively. Both scores continuously increased in all departments of the region during the survey, except in 2020 for the urinary tract infection indicator, due to a nitrofurantoin shortage. CONCLUSION: Even in departments with low antibiotic consumption, our macroscopic quality indicators help to identify antibiotic stewardship targets for the most common community-based infections,. They are easy to calculate from quantitative data without requiring any information on diagnosis. Complementarily to other indicators, they provide messages specifically addressed to general practitioners regarding population, molecules and diagnostic elements.","evaluate, ability, two, macroscopic, quality, indicators, guide, antibiotic, stewardship, strategies, setting, bourgognefranchecomte, region, eight, departments, antibiotic, reimbursement, data, expressed, defined, daily, doses, used, calculate, two, macroscopic, quality, indicators, urinary, tract, infection, indicator, fosfomycin, nitrofurantoin, pivmecillinam, ciprofloxacin, ofloxacin, norfloxacin, calculated, women, aged, indicator, ear, nose, throat, respiratory, tract, infections, amoxicillin, amoxicillinclavulanate, oral, gc, calculated, children, years, age, global, antibiotic, consumption, varied, defined, daily, doses, per, inhabitants, per, day, depending, department, macroscopic, quality, indicators, lowest, departments, nievre, yonne, scores, urinary, tract, infection, indicator, respectively, ear, nose, throat, respiratory, tract, infection, indicators, respectively, scores, continuously, increased, departments, region, survey, except, urinary, tract, infection, indicator, due, nitrofurantoin, shortage, even, departments, low, antibiotic, consumption, macroscopic, quality, indicators, help, identify, antibiotic, stewardship, targets, common, communitybased, infections, easy, calculate, quantitative, data, without, requiring, information, diagnosis, complementarily, indicators, provide, messages, specifically, addressed, general, practitioners, regarding, population, molecules, diagnostic, elements"
"Prevotella species are usually seen in the intestinal tract including oral cavity as commensal bacteria and can lead to periodontal infections in immunocompetent patients. However, in patients who are immunocompromised, Prevotella can cause infections at other sites. A 35-year-old gentleman presented with 1-month history of high-grade fever and right sided pleuritic chest pain. On examination, he was in discomfort due to pain, with temperature 103 oF, pulse 104 beats per minute, blood pressure 130/90 mmHg, respiratory rate 22 breaths per minute and O2 saturation 94% on room air. Oral cavity revealed poor hygiene with left lower carious incisor. There was reduced chest expansion in right sub-scapular region with reduced vocal fremitus, dull percussion note, absent breath sounds and reduced vocal resonance. WBC count was raised at 43,600 per cm. X-ray followed by HRCT chest demonstrated peripheral opacifications with air-fluid level in right lower zone due to loculated pyopneumothorax and pleural thickening. Ultrasound guided chest tube thoracostomy in the loculated pyoneumothorax aspirated 1200 ml of foul-smelling reddish-tinged pus which revealed growth of anaerobic gram-negative rods of Prevotella Intermediata on culture, which was sensitive to amoxicillin-clavulanate and metronidazole. Work up of immunosuppressive causes was negative. The patient responded well to treatment and was asymptomatic at follow-up after 6 weeks.","prevotella, species, usually, seen, intestinal, tract, including, oral, cavity, commensal, bacteria, lead, periodontal, infections, immunocompetent, patients, however, patients, immunocompromised, prevotella, cause, infections, sites, yearold, gentleman, presented, month, history, highgrade, fever, right, sided, pleuritic, chest, pain, examination, discomfort, due, pain, temperature, pulse, beats, per, minute, blood, pressure, mmhg, respiratory, rate, breaths, per, minute, saturation, room, air, oral, cavity, revealed, poor, hygiene, left, lower, carious, incisor, reduced, chest, expansion, right, subscapular, region, reduced, vocal, fremitus, dull, percussion, note, absent, breath, sounds, reduced, vocal, resonance, wbc, count, raised, per, cm, xray, followed, hrct, chest, demonstrated, peripheral, opacifications, airfluid, level, right, lower, zone, due, loculated, pyopneumothorax, pleural, thickening, ultrasound, guided, chest, tube, thoracostomy, loculated, pyoneumothorax, aspirated, ml, foulsmelling, reddishtinged, pus, revealed, growth, anaerobic, gramnegative, rods, prevotella, intermediata, culture, sensitive, amoxicillinclavulanate, metronidazole, work, immunosuppressive, causes, negative, patient, responded, well, treatment, asymptomatic, followup, weeks"
"OBJECTIVES: This study aimed to assess the frequency of co-resistance to antibiotics recommended in acute pyelonephritis among Escherichia coli clinical strains isolated from urinary tract infections (UTIs) acquired in community or nursing homes (NHs), and to identify situations without alternatives to fluoroquinolones (FQs). METHODS: All antimicrobial susceptibility test (AST) results of E. coli culture-positive urine samples from females living in the community or in NHs, collected through a large network of clinical laboratories in 2020 in France, were included. The percentages of strains resistant to amoxicillin alone or combined with a resistance to one to four alternatives among amoxicillin/clavulanic acid, trimethoprim/sulfamethoxazole, cefixime and FQs were calculated and compared between age categories and settings. RESULTS: Among 291 367 E. coli strains from community-acquired UTIs, 60.3% were susceptible to amoxicillin (<65-year-olds: 61.8% versus >/=65-year-olds: 58.8%; P < 0.001), and 99.1% to oral alternatives to FQs. Co-resistance to amoxicillin and trimethoprim/sulfamethoxazole was higher among females >/=65 years old versus <65 years old (7.1% versus 6.1%; P < 0.01), as well as co-resistance to amoxicillin, amoxicillin/clavulanic acid and trimethoprim/sulfamethoxazole (8.6% versus 10%; P < 0.001). Among 11 340 strains from NH UTIs, 51.2% were susceptible to amoxicillin, and 98% to oral alternatives to FQs. Co-resistance to amoxicillin, amoxicillin/clavulanic acid and/or cefixime was higher in isolates from females >/=65 years old living in NHs versus in the community (respectively 11.9% versus 15.3%, P < 0.001; 0.8% versus 2.8%, P < 0.01; 1.7% versus 4.4%, P < 0.01). CONCLUSIONS: Based on AST results, prescribing oral alternatives to FQs for females may be possible in >/=99% of E. coli acute pyelonephritis cases in the community, and >/=98% in NHs.","objectives, aimed, assess, frequency, coresistance, antibiotics, recommended, acute, pyelonephritis, among, escherichia, coli, clinical, strains, isolated, urinary, tract, infections, utis, acquired, community, nursing, homes, nhs, identify, situations, without, alternatives, fluoroquinolones, fqs, antimicrobial, susceptibility, test, ast, e, coli, culturepositive, urine, samples, females, living, community, nhs, collected, large, network, clinical, laboratories, france, included, percentages, strains, resistant, amoxicillin, alone, combined, resistance, one, four, alternatives, among, amoxicillinclavulanic, acid, trimethoprimsulfamethoxazole, cefixime, fqs, calculated, compared, age, categories, settings, among, e, coli, strains, communityacquired, utis, susceptible, amoxicillin, yearolds, versus, yearolds, oral, alternatives, fqs, coresistance, amoxicillin, trimethoprimsulfamethoxazole, higher, among, females, years, old, versus, years, old, versus, well, coresistance, amoxicillin, amoxicillinclavulanic, acid, trimethoprimsulfamethoxazole, versus, among, strains, nh, utis, susceptible, amoxicillin, oral, alternatives, fqs, coresistance, amoxicillin, amoxicillinclavulanic, acid, andor, cefixime, higher, isolates, females, years, old, living, nhs, versus, community, respectively, versus, versus, versus, conclusions, based, ast, prescribing, oral, alternatives, fqs, females, may, possible, e, coli, acute, pyelonephritis, cases, community, nhs"
"PURPOSE: The aim of this study was to characterize the genomic structure of the first isolated ST152 Klebsiella pneumoniae strain carrying bla(NDM-1) in China. METHODS: Antimicrobial susceptibility was determined by broth microdilution method. Whole-genome sequencing was conducted using the Illumina HiSeq and Oxford Nanopore GridION X5 platforms, and the genomic features were analyzed using a range of bioinformatics tools. RESULTS: The strain HZKP1 demonstrated resistance to cefepime, ceftazidime, amoxicillin-clavulanic acid, amikacin, ciprofloxacin, meropenem, imipenem, and ertapenem, while showing sensitivity to tigecycline and colistin. It was classified as sequence type (ST) 152, K locus (KL) 105 and OC locus (OCL) O3b, respectively. The bla(NDM-1) gene was identified on the IncX3 plasmid pHZKP1-NDM (54,035 bp), located downstream of the ISKox3-IS3000-ISAba125-IS5 segment and upstream of the ble(MBL)-IS26-bla(SHV-69)-IS26 segment. Phylogenetic analysis indicated its closest relative to be a strain isolated from a wound swab sample in Tanzania in 2013, differing by 598 alleles. CONCLUSION: We characterized genomic features of the first ST152 K. pneumoniae strain isolated in China. Our findings provide insights into the current status of resistance in new lineages within the region and enhance comprehension of K. pneumoniae carbapenem resistance transmission from a genetic structure perspective.","aim, characterize, genomic, structure, first, isolated, st, klebsiella, pneumoniae, strain, carrying, blandm, china, antimicrobial, susceptibility, determined, broth, microdilution, method, wholegenome, sequencing, conducted, using, illumina, hiseq, oxford, nanopore, gridion, x, platforms, genomic, features, analyzed, using, range, bioinformatics, tools, strain, hzkp, demonstrated, resistance, cefepime, ceftazidime, amoxicillinclavulanic, acid, amikacin, ciprofloxacin, meropenem, imipenem, ertapenem, showing, sensitivity, tigecycline, colistin, classified, sequence, type, st, k, locus, kl, oc, locus, ocl, ob, respectively, blandm, gene, identified, incx, plasmid, phzkpndm, bp, located, downstream, iskoxisisabais, segment, upstream, blemblisblashvis, segment, phylogenetic, analysis, indicated, closest, relative, strain, isolated, wound, swab, sample, tanzania, differing, alleles, characterized, genomic, features, first, st, k, pneumoniae, strain, isolated, china, findings, provide, insights, current, status, resistance, new, lineages, within, region, enhance, comprehension, k, pneumoniae, carbapenem, resistance, transmission, genetic, structure, perspective"
"PURPOSE: With increasing pneumococcal penicillin resistance, physicians treat pneumococcal infections with high-dose amoxicillin (80-90 mg/kg/d). High-dose amoxicillin approaches adult doses which makes clinicians reluctant to exceed ""adult doses."" This study examines the disparity of amoxicillin dosing between the ages of children. METHODS: A retrospective chart review of 5503 children prescribed amoxicillin regardless of diagnosis. The final cohort consisted of 3620 encounters with infections that align with recommendations of high-dose amoxicillin. RESULTS: Linear regression demonstrated a significant negative correlation between age/dose (mg/kg/d) and weight/dose (mg/kg/d). Larger children are prescribed declining doses in mg/kg/d, so most patients above 60 kg are dosed at less than 40 mg/kg/d. Children 6 years and under cluster around the 80 mg/kg/d dose. CONCLUSIONS: Older children receiving a lower than recommended dose per kilogram of amoxicillin for conditions that require high-dose amoxicillin. There is a disparity in the dosing of amoxicillin between age/weight categories.Article summaryA chart review of 3620 pediatric patient encounters prescribed amoxicillin. After controlling for weight, as age and weight increases, the dose of amoxicillin prescribed decreases. Children are reaching the adult maximum dose right after they surpass 15 kg.What is known on this subject: An Amoxicillin guideline shift to 80 to 90 mg/kg/d for treating pneumococcal infections in 2014. This was due to increasing intermediate penicillin resistance. Obesity results in children reaching the ""maximum"" doses at younger ages as well.What this study adds: There is a disparity is amoxicillin dosing among the pediatric population, are small children getting too much amoxicillin, or are larger children getting too little? Children are also reaching the adult maximum dose at low weights, such as 20 kg.Deidentified individual participant data will not be made available.","increasing, pneumococcal, penicillin, resistance, physicians, treat, pneumococcal, infections, highdose, amoxicillin, mgkgd, highdose, amoxicillin, approaches, adult, doses, makes, clinicians, reluctant, exceed, adult, doses, examines, disparity, amoxicillin, dosing, ages, children, retrospective, chart, review, children, prescribed, amoxicillin, regardless, diagnosis, final, cohort, consisted, encounters, infections, align, recommendations, highdose, amoxicillin, linear, regression, demonstrated, significant, negative, correlation, agedose, mgkgd, weightdose, mgkgd, larger, children, prescribed, declining, doses, mgkgd, patients, kg, dosed, less, mgkgd, children, years, cluster, around, mgkgd, dose, conclusions, older, children, receiving, lower, recommended, dose, per, kilogram, amoxicillin, conditions, require, highdose, amoxicillin, disparity, dosing, amoxicillin, ageweight, categoriesarticle, summarya, chart, review, pediatric, patient, encounters, prescribed, amoxicillin, controlling, weight, age, weight, increases, dose, amoxicillin, prescribed, decreases, children, reaching, adult, maximum, dose, right, surpass, kgwhat, known, subject, amoxicillin, guideline, shift, mgkgd, treating, pneumococcal, infections, due, increasing, intermediate, penicillin, resistance, obesity, children, reaching, maximum, doses, younger, ages, wellwhat, adds, disparity, amoxicillin, dosing, among, pediatric, population, small, children, getting, much, amoxicillin, larger, children, getting, little, children, also, reaching, adult, maximum, dose, low, weights, kgdeidentified, individual, participant, data, made, available"
"Bacterial urinary tract infections (UTIs) are prevalent in dogs and necessitate antibiotic intervention. However, the emergence of multidrug-resistant (MDR) bacteria poses significant challenges to antibiotic therapy. Although fosfomycin has been demonstrated to achieve and maintain high concentrations in urine, suggesting its potential for treating UTIs in dogs, its efficacy and the resistance profiles of urinary pathogens from canine UTIs remain elusive. Therefore, this study was conducted to investigate the antibiotic susceptibility of bacterial pathogens isolated from companion dogs with UTIs, with a particular focus on their susceptibility and resistance to fosfomycin. A total of 70 isolates from urine samples were analyzed, of which Escherichia coli (n = 18), Proteus mirabilis (n = 9), Klebsiella pneumoniae (n = 5), and Staphylococcus pseudintermedius (n = 5) were predominant. Resistance to erythromycin was most prevalent (94.59%), followed by clindamycin (91.89%) and ampicillin (78.37%), whereas the lowest resistance rate was observed for amikacin (5.40%). Resistance to fosfomycin was observed in 15 out of the 37 predominant isolates (40.54%), including all K. pneumoniae isolates (100%). All isolates, except 4 E. coli strains, were categorized as MDR (33 out of 37; 89.18%). The resistance rates for amoxicillin/clavulanic acid and trimethoprim-sulfamethoxazole, which are common first-line antibiotics for canine UTIs, were 48.64 and 56.75%, respectively. Whole-genome sequencing of K. pneumoniae isolates, which exhibited high resistance to fosfomycin, revealed multiple antibiotic resistance genes, with chromosomal fosA present in all isolates. Among the 27 dogs with recurrent infection included in this study, 2 were administered fosfomycin, resulting in clinical remission, as evidenced by negative urine culture tests. Overall, this study is the first to demonstrate the importance of assessing fosfomycin resistance profile for optimal treatment of canine UTIs, particularly in cases involving MDR strains.","bacterial, urinary, tract, infections, utis, prevalent, dogs, necessitate, antibiotic, intervention, however, emergence, multidrugresistant, mdr, bacteria, poses, significant, challenges, antibiotic, therapy, although, fosfomycin, demonstrated, achieve, maintain, high, concentrations, urine, suggesting, potential, treating, utis, dogs, efficacy, resistance, profiles, urinary, pathogens, canine, utis, remain, elusive, therefore, conducted, investigate, antibiotic, susceptibility, bacterial, pathogens, isolated, companion, dogs, utis, particular, focus, susceptibility, resistance, fosfomycin, total, isolates, urine, samples, analyzed, escherichia, coli, n, proteus, mirabilis, n, klebsiella, pneumoniae, n, staphylococcus, pseudintermedius, n, predominant, resistance, erythromycin, prevalent, followed, clindamycin, ampicillin, whereas, lowest, resistance, rate, observed, amikacin, resistance, fosfomycin, observed, predominant, isolates, including, k, pneumoniae, isolates, isolates, except, e, coli, strains, categorized, mdr, resistance, rates, amoxicillinclavulanic, acid, trimethoprimsulfamethoxazole, common, firstline, antibiotics, canine, utis, respectively, wholegenome, sequencing, k, pneumoniae, isolates, exhibited, high, resistance, fosfomycin, revealed, multiple, antibiotic, resistance, genes, chromosomal, fosa, present, isolates, among, dogs, recurrent, infection, included, administered, fosfomycin, resulting, clinical, remission, evidenced, negative, urine, culture, tests, overall, first, demonstrate, importance, assessing, fosfomycin, resistance, profile, optimal, treatment, canine, utis, particularly, cases, involving, mdr, strains"
"Tetracycline hydrochloride is a widely used antibiotic for treating bacterial infections, but its misuse poses serious health risks. Therefore, it is crucial to accurately detect tetracycline in complex matrices. In this study, we propose a simple, enzyme-free absorbance biosensor for tetracycline detection based on the optical properties of chitosan-capped ZnS doped with Mn nanomaterials. The biosensor can detect tetracycline in a range from 13.1 pM to 72.2 pM, with the best detection limit being 2.13 pM in deionized water. It can also differentiate tetracycline from ampicillin, penicillin, cephalexin, amoxicillin, and glucose within the aforementioned range. Moreover, this novel sensor has proven reliable over time, and its performance has been demonstrated in tap water and milk. The results have the potential to revolutionize antibiotic monitoring in clinical and environmental settings, thus contributing to the global fight against antibiotic resistance.","tetracycline, hydrochloride, widely, used, antibiotic, treating, bacterial, infections, misuse, poses, serious, health, risks, therefore, crucial, accurately, detect, tetracycline, complex, matrices, propose, simple, enzymefree, absorbance, biosensor, tetracycline, detection, based, optical, properties, chitosancapped, zns, doped, mn, nanomaterials, biosensor, detect, tetracycline, range, pm, pm, best, detection, limit, pm, deionized, water, also, differentiate, tetracycline, ampicillin, penicillin, cephalexin, amoxicillin, glucose, within, aforementioned, range, moreover, novel, sensor, proven, reliable, time, performance, demonstrated, tap, water, milk, potential, revolutionize, antibiotic, monitoring, clinical, environmental, settings, thus, contributing, global, fight, antibiotic, resistance"
"A total of 297 Escherichia coli isolates from diseased livestock with diarrhea and 269 isolates from poultry affected by colibacillosis were assessed for extended-spectrum-beta-lactamase (ESBL) production. In livestock, 36 isolates (12.1%) were ESBL-producing, with pigs (52.8%), cattle (30.5%), and goats (16.7%) being the most affected. Poultry exhibited 22 ESBL-producing strains (8.6%), with distribution among species: chicken (36.3%), duck (22.7%), goose (22.7%), and others (18.2%). ESBL-producing E. coli demonstrated higher drug resistance, except for amoxicillin/clavulanic acid, while all isolates were susceptible to imipenem. The bla(CTX-M-55) gene, from the bla(CTX-M-1) group, was prevalent in the ESBL-producing E. coli from livestock and poultry. Multilocus sequence typing (MLST) identified distinct sequence types (STs) for 58 ESBL-producing E. coli, except for ST162 and ST1196, detected in both sources. Livestock yielded one ST10 and two ST38 isolates, while poultry exhibited two ST69 and one ST617 isolates, recognized as common extraintestinal pathogenic E. coli (ExPEC) types. In conjugation assays, all ESBL-producing E. coli successfully transferred bla genes to the recipient E. coli J53 strain. The findings underscore food-producing animals as significant ESBL reservoirs, emphasizing the crucial role of judicious antimicrobial use on farms.","total, escherichia, coli, isolates, diseased, livestock, diarrhea, isolates, poultry, affected, colibacillosis, assessed, extendedspectrumbetalactamase, esbl, production, livestock, isolates, esblproducing, pigs, cattle, goats, affected, poultry, exhibited, esblproducing, strains, distribution, among, species, chicken, duck, goose, others, esblproducing, e, coli, demonstrated, higher, drug, resistance, except, amoxicillinclavulanic, acid, isolates, susceptible, imipenem, blactxm, gene, blactxm, group, prevalent, esblproducing, e, coli, livestock, poultry, multilocus, sequence, typing, mlst, identified, distinct, sequence, types, sts, esblproducing, e, coli, except, st, st, detected, sources, livestock, yielded, one, st, two, st, isolates, poultry, exhibited, two, st, one, st, isolates, recognized, common, extraintestinal, pathogenic, e, coli, expec, types, conjugation, assays, esblproducing, e, coli, successfully, transferred, bla, genes, recipient, e, coli, j, strain, findings, underscore, foodproducing, animals, significant, esbl, reservoirs, emphasizing, crucial, role, judicious, antimicrobial, use, farms"
"The biological properties of herbs and essential oils (EOs), such as their antibacterial, analgesic, anti-inflammatory, antioxidant, and anticancer characteristics, make them widely used in a variety of fields. This research aims to assess the antibacterial efficacy of lavender oil against Staphylococcus aureus (S. aureus) and Pseudomonas aeruginosa (P. aeruginosa). The essential oil from Lavandula spica was extracted via water distillation and characterized by using Gas Chromatography-Mass Spectrometry (GC-MS) and Fourier Transform Infrared Spectroscopy (FTIR). Bacterial strains were isolated from burn wounds, confirmed by polymerase chain reaction technique, and were tested using disc diffusion method and Minimum Inhibitory Concentration (MIC) calculations. The study identified 28 components in the EO, with monoterpenes being the predominant. Out of 150 samples, 56 (45.52 %) were positive for P. aeruginosa and 67 (54.47 %) for S. aureus by using standard microbiological techniques including Gram staining, biochemical tests and Polymerase chain reaction technique. P. aeruginosa showed high resistance to cefazolin (100 %) and levofloxacin (83.3 %), while S. aureus was highly resistant to cefoxitin, piperacillin, amoxicillin/clavulanic acid, and ampicillin/sulbactam. The zone of inhibition and MIC for EO against P. aeruginosa were 9.910 +/- 0.866 and 2.376 +/- 0.352 while for S. aureus were 10.597 +/- 0.818 and 0.894 +/- 0.073 respectively with significance levels of p > 0.05 and p < 0.01. The study concluded that L. spica EO shows promising antimicrobial activity, particularly against Gram-positive bacteria suggesting its potential for further research and antimicrobial use.","biological, properties, herbs, essential, oils, eos, antibacterial, analgesic, antiinflammatory, antioxidant, anticancer, characteristics, make, widely, used, variety, fields, research, aims, assess, antibacterial, efficacy, lavender, oil, staphylococcus, aureus, aureus, pseudomonas, aeruginosa, aeruginosa, essential, oil, lavandula, spica, extracted, via, water, distillation, characterized, using, gas, chromatographymass, spectrometry, gcms, fourier, transform, infrared, spectroscopy, ftir, bacterial, strains, isolated, burn, wounds, confirmed, polymerase, chain, reaction, technique, tested, using, disc, diffusion, method, minimum, inhibitory, concentration, mic, calculations, identified, components, eo, monoterpenes, predominant, samples, positive, aeruginosa, aureus, using, standard, microbiological, techniques, including, gram, staining, biochemical, tests, polymerase, chain, reaction, technique, aeruginosa, showed, high, resistance, cefazolin, levofloxacin, aureus, highly, resistant, cefoxitin, piperacillin, amoxicillinclavulanic, acid, ampicillinsulbactam, zone, inhibition, mic, eo, aeruginosa, aureus, respectively, significance, levels, concluded, l, spica, eo, shows, promising, antimicrobial, activity, particularly, grampositive, bacteria, suggesting, potential, research, antimicrobial, use"
"The need for antibiotics in commercial laying hens is increasing owing to intensive farming systems. Amoxicillin trihydrate (AMX), an aminopenicillin beta-lactam antibiotic, exerts broad bactericidal activity. However, its short half-life necessitates frequent administration to ensure efficacy, thus limiting its use. Herein, we investigated the effect of concurrent administration of bromhexine hydrochloride (BRM), a mucolytic agent, on AMX pharmacokinetics, performing a comparative pharmacokinetic analysis of AMX administration alone and in combination with BRM. AMX (50 mg/kg) was administered by oral gavage once daily for three days alone or in combination with 10 mg/kg BRM. Plasma and egg samples were collected to evaluate pharmacokinetic profiles and egg residues. The area under the curve and maximum plasma concentration values were significantly higher in the AMX + BRM group than the AMX only group. However, there were no significant differences in AMX half-life in the elimination phase (T(1/2)), elimination rate constant (k(el)), or apparent clearance (CL/F) values. In the egg residue study, the withdrawal period for AMX was 5 days in both groups, with no significant difference when using the maximum residue limit (MRL) of 10 mug/kg. The concentration of BRM in the eggs remained at 100 mug/kg up to the fourth day following drug administration. Conclusion: These results confirmed that BRM co-administration increased systemic exposure to AMX, with a negligible residual impact of amoxicillin in eggs.","need, antibiotics, commercial, laying, hens, increasing, owing, intensive, farming, systems, amoxicillin, trihydrate, amx, aminopenicillin, betalactam, antibiotic, exerts, broad, bactericidal, activity, however, short, halflife, necessitates, frequent, administration, ensure, efficacy, thus, limiting, use, herein, investigated, effect, concurrent, administration, bromhexine, hydrochloride, brm, mucolytic, agent, amx, pharmacokinetics, performing, comparative, pharmacokinetic, analysis, amx, administration, alone, combination, brm, amx, mgkg, administered, oral, gavage, daily, three, days, alone, combination, mgkg, brm, plasma, egg, samples, collected, evaluate, pharmacokinetic, profiles, egg, residues, area, curve, maximum, plasma, concentration, values, significantly, higher, amx, brm, group, amx, group, however, significant, differences, amx, halflife, elimination, phase, elimination, rate, constant, kel, apparent, clearance, clf, values, egg, residue, withdrawal, period, amx, days, groups, significant, difference, using, maximum, residue, limit, mrl, mugkg, concentration, brm, eggs, remained, mugkg, fourth, day, following, drug, administration, confirmed, brm, coadministration, increased, systemic, exposure, amx, negligible, residual, impact, amoxicillin, eggs"
