PMID,year,abstract,entidades
39300544,2024,"Antibiotics play a crucial role in the treatment of infectious diseases in both humans and animals. However, their extensive utilization has caused significant potential harm to both wildlife and humans. Enrofloxacin (ENR) is a common veterinary antibiotic, which is not approved for human use due to associated toxicities. It is often combined with other antibiotics to expand the antibacterial range. It is crucial to monitor and measure the levels of ENR medication in various matrices. RP-HPLC is highly effective for analyzing antibiotics due to its sensitivity, specificity, and ability to handle complex samples. By adopting eco-friendly solvents, decreasing solvent consumption, and limiting waste we developed a method for determination and quantification of ENR, amoxicillin (AMX), and ENR active metabolite in different matrices. The method utilized a reversed stationary phase and a mobile phase composed of phosphate buffer pH 3.0: ethanol (90:10 v/v) pumped at 1.0 mL/min and UV detection at 254.0 nm. Moreover, a comprehensive assessment of the environmental friendliness of the established method was conducted using various tools including the Green Certificate Classification (GCC) and Analytical Greenness AGREE and RGB12. The method was validated for its accuracy and precision in quantifying ENR, demonstrating its potential for the effective monitoring of ENR and contributing to public health protection.","[('infectious diseases', 'DISEASE'), ('Enrofloxacin', 'CHEMICAL'), ('ENR', 'CHEMICAL'), ('toxicities', 'DISEASE'), ('ENR', 'CHEMICAL'), ('ENR', 'CHEMICAL'), ('amoxicillin', 'CHEMICAL'), ('AMX', 'CHEMICAL'), ('ENR', 'CHEMICAL'), ('phosphate', 'CHEMICAL'), ('ethanol', 'CHEMICAL'), ('90:10 v/v', 'CHEMICAL'), ('ENR', 'CHEMICAL'), ('ENR', 'CHEMICAL')]"
39296834,2024,"BACKGROUND: Urinary tract infections (UTIs) and antibacterial resistance (ABR) are important public health problems, but they are not well-studied among people living with human immunodeficiency virus (PLHIV) globally, especially in low-income countries. Therefore, it is important to regularly measure the extent of UTIs and ABR in the most susceptible populations. This study aimed to investigate the prevalence of UTIs, associated factors, bacterial causal agents, and their antibiotic susceptibility profile among PLHIV in central Ethiopia. METHODS: A hospital-based cross-sectional study was conducted to recruit 688 PLHIV by a simple random sampling method. Background information was gathered through interviews, while clinical information was gathered from recent information sheets of patient charts using organized, pretested, and validated study tools. Midstream urine was collected aseptically and transported to the Microbiology Laboratory of Aklilu Lemma Institute of Pathobiology within 4 h of collection, maintaining its cold chain. Standard conventional microbial culture methods and matrix-assisted laser desorption ionization-time of flight (MALDI-TOF) mass spectrometry were used to identify the bacterial isolates at the species level. Kirby Bauer's disk diffusion method was used to determine the antibiotic susceptibility profile of the bacterial isolates based on the interpretation guidelines of the Clinical Laboratory Standard Institute. Logistic regression models were used to examine factors associated with the occurrence of UTIs among PLHIV attending selected hospitals in Addis Ababa, and Adama. RESULTS: Out of 688 PLHIVs involved in the current study, 144 (20.9%) were positive for UTIs, whereas the majority were asymptomatic for UTIs. In the multivariable logistic regression analysis, only HIV RNA >/= 200 copies/ml [AOR = 12.24 (95% CI, 3.24, 46.20), p < 0.01] and being symptomatic for UTIs during the study period [AOR = 11.57 (95% CI, 5.83, 22.97), p < 0.01] were associated with the occurrence of UTIs. The dominant bacterial species isolated were Escherichia coli (E. coli; n = 65; 43%), followed by Enterococcus faecalis (E. faecalis; n = 16; 10.6%) and Klebsiella pneumoniae (K. pneumoniae; n = 11; 7.3%). Over half of the E. coli isolates were resistant to antibiotics such as gentamicin (GM; n = 44; 67.7%), amikacin (AN; n = 46; 70.8%), nalidixic acid (NA; n = 42; 64.6%), ciprofloxacin (CIP; n = 40; 61.5%), and azithromycin (AZM; n = 45; 69.2%). All of the K. pneumoniae isolates (n = 11; 100%), (n = 6; 54.5%), and (n = 7; 63.6%) were resistant to [amoxicillin as well as amoxicillin + clavulanic acid], ceftriaxone, and sulfamethoxazole + trimethoprim, respectively. All the Staphylococcus aureus (S. aureus) isolates were resistant to cefoxitin, which implies methicillin-resistant S. aureus (MRSA). CONCLUSION: The high prevalence of UTIs and antibiotic resistance revealed in the current study needs public health interventions such as educating the population about preventive measures and the importance of early treatment of UTIs. Our findings also highlight the need to provide UTI screening services for PLHIV, and healthcare providers should adopt antibiotic stewardship programs to promote and ensure their appropriate and judicious use.","[('Urinary tract infections', 'DISEASE'), ('UTIs', 'DISEASE'), ('human immunodeficiency virus (PLHIV) globally, especially in low-income countries.', 'DISEASE'), ('UTIs', 'DISEASE'), ('UTIs', 'DISEASE'), ('UTIs', 'DISEASE'), ('UTIs', 'DISEASE'), ('UTIs', 'DISEASE'), ('UTIs', 'DISEASE'), ('UTIs', 'DISEASE'), ('pneumoniae', 'DISEASE'), ('K. pneumoniae', 'DISEASE'), ('gentamicin', 'CHEMICAL'), ('GM', 'CHEMICAL'), ('amikacin', 'CHEMICAL'), ('nalidixic acid', 'CHEMICAL'), ('NA', 'CHEMICAL'), ('ciprofloxacin', 'CHEMICAL'), ('CIP', 'CHEMICAL'), ('azithromycin', 'CHEMICAL'), ('AZM', 'CHEMICAL'), ('K. pneumoniae', 'DISEASE'), ('amoxicillin', 'CHEMICAL'), ('amoxicillin', 'CHEMICAL'), ('ceftriaxone', 'CHEMICAL'), ('sulfamethoxazole', 'CHEMICAL'), ('trimethoprim', 'CHEMICAL'), ('cefoxitin', 'CHEMICAL'), ('UTIs', 'DISEASE'), ('UTIs', 'DISEASE')]"
39296749,2024,"A 17-year-old boy presented with a high-grade fever. The patient had been previously diagnosed with Cornelia de Lange syndrome (CdLS). The patient visited a local physician and was diagnosed with sinusitis. Owing to persistent fever, the patient was referred to our hospital. At the initial presentation, his body temperature was 38.2 degrees C, while maintaining previous living activities and neurological function. Despite changing the antibiotic to amoxicillin, the patient's fever persisted with worsened activity. At the second presentation, the patient presented with left hemiparesis. Blood examination revealed increased white blood cell count and serum C-reactive protein level. Emergency magnetic resonance imaging revealed acute cerebral infarcts in the right cerebral hemisphere, with evident stenosis in the right paraclinoid segment of the internal carotid artery (ICA). In addition, an abscess was found in the cerebellar hemisphere, which was punctured through the burr hole. Computed tomography performed after the completion of antibiotic therapy revealed a restored diameter of the stenotic ICA. Sinusitis can cause ischemic stroke due to compressive stenosis of the paraclinoid ICA, particularly in patients with CdLS. Sinusitis should be preferentially managed in patients with CdLS.","[('high-grade fever', 'DISEASE'), ('Cornelia de Lange syndrome', 'DISEASE'), ('CdLS', 'DISEASE'), ('sinusitis', 'DISEASE'), ('fever', 'DISEASE'), ('amoxicillin', 'CHEMICAL'), ('fever', 'DISEASE'), ('left hemiparesis', 'DISEASE'), ('evident stenosis', 'DISEASE'), ('abscess', 'DISEASE'), ('Sinusitis', 'DISEASE'), ('ischemic stroke', 'DISEASE'), ('compressive stenosis of the paraclinoid ICA', 'DISEASE'), ('CdLS', 'DISEASE'), ('Sinusitis', 'DISEASE'), ('CdLS', 'DISEASE')]"
39296531,2024,"PURPOSE: Immunizations have long been pivotal in preventing diseases like HZ (herpes zoster), caused by VZV (varicella zoster virus). This study aims to evaluate the efficacy and safety of the RZV (recombinant zoster vaccine) compared to the ZVL (zoster vaccine live) and to report rare adverse events following RZV administration. OBSERVATION: Herein, we report an unusual case of a 59-year-old man who developed a V1-limited rash with a positive HZ PCR (polymerase chain reaction) test following administration of RZV in the United States. CONCLUSION: The development of RZV has significantly improved the prevention of HZ compared to ZVL. Nevertheless, rare adverse events, such as dermatomal reactions, underscore the importance of ongoing monitoring and research into the immunomodulatory effects of RZV. Physicians should continue to administer the RZV to patients but be cognizant that reactivation may rarely subsequently occur. CASE PRESENTATION: The patient with a history of benign prostatic hyperplasia was treated at an outside hospital two days after receiving the RZV complaining of paresthesia and a rash on his nasolacrimal area and forehead. The patient presented to the ED (emergency department), 9 days post-vaccination due to persistence of his symptoms despite use of amoxicillin, valacyclovir, and an unidentified eye drop. The dose of valacyclovir was increased, and he completed 1 g TID (three times a day) PO (per orally) for 10 days with subsequent resolution of symptoms. A positive PCR test confirmed the diagnosis of HZ. Topical mupirocin ointment was initiated and the patient was referred for ophthalmologic evaluation.","[('herpes zoster', 'DISEASE'), ('varicella zoster', 'DISEASE'), ('zoster', 'DISEASE'), ('ZVL', 'DISEASE'), ('zoster', 'DISEASE'), ('rash', 'DISEASE'), ('paresthesia', 'DISEASE'), ('rash', 'DISEASE'), ('amoxicillin', 'CHEMICAL'), ('valacyclovir', 'CHEMICAL'), ('valacyclovir', 'CHEMICAL'), ('mupirocin', 'CHEMICAL')]"
39293772,2024,"INTRODUCTION: Keverprazan is a novel potassium-competitive acid blocker. The advantages of keverprazan as a potent acid suppressor in Helicobacter pylori eradication have not yet been demonstrated. The aim of this study was to evaluate the efficacy of keverprazan as a component of bismuth quadruple therapy in H. pylori treatment. METHODS: Adult patients with H. pylori infection were enrolled and randomised to take keverprazan (KEV group)- or esomeprazole (ESO group)-quadruple therapy. The regimens contained keverprazan 20 mg or esomeprazole 20 mg, clarithromycin 500 mg, amoxicillin 1000 mg and bismuth potassium citrate 240 mg and were administered twice daily for 14 days. The primary endpoint was the H. pylori eradication rate at 4 weeks after treatment. RESULTS: The full analysis set showed that the H. pylori eradication rates were 87.8% (252/287) and 82.52% (236/286) for the KEV and ESO groups, respectively (difference: 5.29%; 95% confidence interval [CI]: -0.55-11.18). Keverprazan was superior to esomeprazole in terms of eradication rate in the per protocol set (P=0.0382). The eradication rates for patients resistant or non-resistant to clarithromycin were both numerically higher in the KEV group than the ESO group (83.45% vs. 76.98% for clarithromycin-resistance; 92.31% vs. 88.16% for clarithromycin-non-resistance). The incidence of adverse events was similar in the KEV and ESO groups (76.31% vs. 77.62%), with most adverse events (>90%) being mild in severity. No TEAEs led to death in either group. CONCLUSIONS: Keverprazan 20 mg twice daily, used as a component of bismuth quadruple therapy, provided effective H. pylori eradication and was non-inferior to an esomeprazole-based regimen.","[('bismuth', 'CHEMICAL'), ('pylori', 'DISEASE'), ('H. pylori infection', 'DISEASE'), ('esomeprazole', 'CHEMICAL'), ('esomeprazole', 'CHEMICAL'), ('clarithromycin', 'CHEMICAL'), ('amoxicillin', 'CHEMICAL'), ('bismuth potassium citrate', 'CHEMICAL'), ('esomeprazole', 'CHEMICAL'), ('clarithromycin', 'CHEMICAL'), ('death', 'DISEASE'), ('bismuth', 'CHEMICAL'), ('pylori', 'DISEASE')]"
39290938,2024,"BACKGROUND: Intensive medical care units (IMCUs) usually admit patients who are in critical medical need and require the utmost attention of healthcare professionals, along with the best treatment options available. These patients are prone to infections and require various antibiotics for the treatment. Varying costs of antibiotics, variable dosage forms, and antibiotic resistance cause an economic burden on patients Methodology: This study was designed and conducted prospectively to evaluate the prescribing pattern of antibiotics at the IMCU in a tertiary care hospital. A total of 102 patients were included in the study based on the exclusion and inclusion criteria, and the collected data was tabulated in an Excel sheet and analyzed using Prism GraphPad software. Data were presented as numbers and percentages. RESULTS: Most of the patients were in the age group of 41-50 years. The number of male patients was slightly more than that of female patients. The majority of the patients admitted to the IMCU had acute pulmonary edema and cerebrovascular accidents. Most antibiotics were prescribed empirically and administered parenterally, of which Amoxicillin + Potassium clavulanate was the most commonly used antibiotic. Tigecycline had the highest daily defined dose per 100 bed days value, and injection Sulbactam + Cefoperazone was the costliest of all antibiotic therapy. CONCLUSION: Antibiotic therapy used in the IMCU consisting of Sulbactam + Cefoperazone was found to be costlier, and Amoxicillin + Potassium clavulanate were the commonly prescribed antibiotics among the other prescribed antibiotics. The average cost of antibiotics was found to be higher, which increased the economic healthcare burden for patients and their families.","[('infections', 'DISEASE'), ('acute pulmonary edema', 'DISEASE'), ('cerebrovascular accidents', 'DISEASE'), ('Amoxicillin', 'CHEMICAL'), ('Potassium clavulanate', 'CHEMICAL'), ('Tigecycline', 'CHEMICAL'), ('Sulbactam', 'CHEMICAL'), ('Cefoperazone', 'CHEMICAL'), ('Sulbactam', 'CHEMICAL'), ('Cefoperazone', 'CHEMICAL'), ('Amoxicillin', 'CHEMICAL'), ('Potassium clavulanate', 'CHEMICAL')]"
39290332,2024,"BACKGROUND: Clarithromycin plays an important role in eradicating Helicobacter pylori (H. pylori) through quadruple therapy. However, there is limited research on whether different forms of clarithromycin dosage have similar efficacies against H. pylori. OBJECTIVE: We aimed to evaluate the efficacy of different forms of clarithromycin dosage in bismuth-containing quadruple therapy for eradicating H. pylori. DESIGN: A single-center retrospective analysis comparing the efficacy of different forms of clarithromycin dosage in eradicating H. pylori. METHODS: An analysis was conducted on patients diagnosed with H. pylori infection through the (13)C-urea breath test (13C-UBT) at Henan Provincial People's Hospital, China from 2020 to 2022 who were treated with either a dispersible or sustained-release clarithromycin tablet (500 mg each), alongside amoxicillin (1000 mg), a standard dose of proton pump inhibitors (PPIs), and bismuth citrate (220 mg), administered twice daily as part of bismuth-containing quadruple therapy. Treatment efficacy was assessed using 13C-UBT at least 4 weeks after treatment completion. The H. pylori eradication rate was the primary outcome of this study, and factors influencing it were analyzed. RESULTS: Among 2094 screened patients, 307 with H. pylori infection (mean age, 41.8 +/- 0.7 years; 43% men) received bismuth-containing quadruple therapy. Univariate analysis of the dispersible and sustained-release tablet groups revealed a lower eradication rate with the sustained-release tablet compared with the dispersible clarithromycin tablet regimen (75.26% (73/97) vs 95.26% (200/210), respectively; p < 0.05). Other factors, such as smoking, age, and PPI type, were not significantly associated with the cure rate. Multivariate analysis identified the form of clarithromycin dosage (dispersible vs sustained-release) to be an independent risk factor for eradication failure using the bismuth-containing quadruple therapy (odds ratio = 0.145, 95% confidence interval: (0.065-0.323); p < 0.05). CONCLUSION: The clarithromycin dispersible tablet demonstrated a higher H. pylori eradication rate, and the sustained-release clarithromycin tablet may be inappropriate for H. pylori eradication.","[('Clarithromycin', 'CHEMICAL'), ('quadruple', 'CHEMICAL'), ('clarithromycin', 'CHEMICAL'), ('clarithromycin', 'CHEMICAL'), ('quadruple', 'CHEMICAL'), ('clarithromycin', 'CHEMICAL'), ('H. pylori infection', 'DISEASE'), ('clarithromycin', 'CHEMICAL'), ('amoxicillin', 'CHEMICAL'), ('bismuth citrate', 'CHEMICAL'), ('quadruple', 'CHEMICAL'), ('pylori infection', 'DISEASE'), ('quadruple', 'CHEMICAL'), ('clarithromycin', 'CHEMICAL'), ('clarithromycin', 'CHEMICAL'), ('quadruple', 'CHEMICAL'), ('clarithromycin', 'CHEMICAL'), ('clarithromycin', 'CHEMICAL'), ('pylori', 'DISEASE')]"
39290131,2025,"AIMS: The current treatment for Buruli ulcer is based on empirical evidence of efficacy. However, there is an opportunity for shortening its duration and improving response rates. Evolving understanding of the pharmacokinetic-pharmacodynamic relationships provides the basis for a stronger dose rationale for antibiotics. In conjunction with modelling and simulation, it is possible to identify dosing regimens with the highest probability of target attainment (PTA). This investigation aims to: (i) assess the dose rationale for a new combination therapy including amoxicillin/clavulanic acid (AMX/CLV) currently in clinical trials; and (ii) compare its performance with alternative dosing regimens including rifampicin, clarithromycin and AMX/CLV. METHODS: In vitro estimates of the minimum inhibitory (MIC) concentration were selected as a measure of the antibacterial activity of different drug combinations. Clinical trial simulations were used to characterize the concentration vs. time profiles of rifampicin, clarithromycin and amoxicillin in a virtual cohort of adult and paediatric patients, considering the effect of baseline covariates on disposition parameters and interindividual variability in exposure. The PTA of each regimen was then assessed using different thresholds of the time above MIC. RESULTS: A weight-banded dosing regimen including 150-600 mg rifampicin once daily, 250-1000 mg clarithromycin and AMX/CLV 22.5 mg/kg /1000 mg twice daily ensures higher PTA than the standard of care with AMX/CLV 45 mg/kg/2000 mg once daily. CONCLUSION: The higher PTA values support the proposed 4-drug combination (rifampicin, clarithromycin, AMX/CLV) currently under clinical investigation. Our findings also suggest that higher rifampicin doses might contribute to enhanced treatment efficacy.","[('Buruli ulcer', 'DISEASE'), ('amoxicillin/clavulanic acid', 'CHEMICAL'), ('rifampicin', 'CHEMICAL'), ('clarithromycin', 'CHEMICAL'), ('rifampicin', 'CHEMICAL'), ('clarithromycin', 'CHEMICAL'), ('amoxicillin', 'CHEMICAL'), ('rifampicin', 'CHEMICAL'), ('clarithromycin', 'CHEMICAL'), ('rifampicin', 'CHEMICAL'), ('clarithromycin', 'CHEMICAL'), ('rifampicin', 'CHEMICAL')]"
39288864,2024,"Wound healing is a complex process and reuires a long repair process. Poor healing effect is normally a challenge for wound healing. Designing sponge dressings with drug-assisted therapy, good breathability, and multiple functional structures effectively promotes wound healing. In this work, a flexible amoxicillin-laded (AMX) sodium alginate (SA)/cellulose nanocrystals (CNCs)/ polyvinyl alcoho (PVA) (SA/CNCs/PVA-AMX, SCP-AMX) wound dressing was designed and built with an excellent porous structure, suitable porosity, and anti-bacterial properties for promoting wound tissue reparation. The porous structure of the wound dressing was fabricated by freeze-thawing cyclic and freeze-dried molding process. This wound dressing exhibited a 3D porous structure for soft-tissue-engineering application, including high porosity (84.2%), swelling ratio (1513%), tensile strength (1.79 MPA), and flexibility. With the inhibition zones of Escherichia coli (E. coli) and Staphylococcus aureus (S. aureus) being 1.96 and4.58 cm, respectively, this wound dressing demonstrated good antibacterial activity against E. coli and S. aureus. More importantly, wound healing assay in vivo indicates that SCP-AMX could inhibit wound infection, promote collagen deposition, reduce inflammation, and accelerate granulation tissue and wound healing. Thus, the reported wounding dressings present excellent biocompatibility, high antibacterial activities, and excellent biosafety with great potential in wound healing applications.","[('AMX', 'CHEMICAL'), ('sodium alginate', 'CHEMICAL'), ('swelling', 'DISEASE'), ('MPA', 'CHEMICAL'), ('infection', 'DISEASE'), ('inflammation', 'DISEASE')]"
39287632,2024,"Powdered infant formula (PIF) is rich in nutrients that support the survival and growth of bacteria that trigger food safety disorders in deprived infants through life-threatening illnesses. The study aims to examine and identify the incidence of pathogenic bacteria of concern in PIF upon reconstitution in lukewarm water. A total of 172 samples consisting of 38 brands of PIF available in the Lagos metropolis were sampled, suspended in water (10 g in 100 mL), and bacteria strains were isolated using combinational enrichment and selective culture techniques. Pure bacterial strains were characterized and identified based on their physiology and 16S rRNA gene sequence homology. While 85 bacterial strains were isolated from the enriched culture system, 20 strains were selectively isolated based on tolerance to sodium deoxycholate. Approximately 13% of the selected bacteria were identified as Cronobacter spp., exhibiting virulence traits including extracellular protease production, coagulation and proteolysis of casein, haem-agglutination, and beta-haemolysis of human blood. Approximately 82% of the Cronobacter strains tolerated NaCl (10%) and bile salt; and exhibited resistance to cefotaxime, ceftriaxone, gentamicin, and Amoxicillin-clavulanic acid antibiotics. The presence of Cronobacter spp. in 13% of the PIF brands available to infants calls for concern about the safety of deprived infants that might be fed with such PIF. Consequently, PIF safety alerts need to be activate while further studies on critical points at which the pathogens get introduced to the PIFs need to be identified.","[('PIF', 'CHEMICAL'), ('sodium deoxycholate', 'CHEMICAL'), ('NaCl', 'CHEMICAL'), ('salt', 'CHEMICAL'), ('cefotaxime', 'CHEMICAL'), ('ceftriaxone', 'CHEMICAL'), ('gentamicin', 'CHEMICAL'), ('Amoxicillin-clavulanic acid', 'CHEMICAL')]"
39286701,2024,"Aim and objective Diabetic foot ulcers (DFUs) are a frequent complication of diabetes mellitus, impacting more than one in 10 diabetic patients, with roughly half of these ulcers progressing to infection. Existing literature indicates that these infections are predominantly polymicrobial, with gram-positive isolates being the most common. This microbial profile informs the empiric antibiotic strategies employed in first-world countries, often including highly potent nephrotoxic antibiotics. This retrospective cohort study aims to assess the microbial profile and antibiotic treatment practices in patients with infected DFUs at Ochsner LSU Health Shreveport Academic Medical Center in Shreveport, Louisiana, United States. Materials and methods A total of 115 patients diagnosed with infected DFUs were included in the study. Patient records were reviewed to identify bacterial pathogens cultured from foot wounds, antibiotic treatment regimens administered, and the prevalence of acute kidney injury (AKI). Results The study found a predominance of gram-negative isolates (199; 59.4%), facultative anaerobes (246; 73.4%), and polymicrobial infections (67; 78.8%) in infected DFUs. Vancomycin was administered to 95 patients (82.6%), with only a small number subsequently testing positive for methicillin-resistant Staphylococcus aureus (MRSA). Combination therapy with vancomycin and Zosyn was given to 71 patients (61.7%), which increased the potential risk of antibiotic-induced nephrotoxicity. AKI was prevalent, affecting 58 patients (50.4%). Conclusions This study highlights a discrepancy between the microbial profile of infected DFUs and empiric antibiotic treatment practices at Ochsner LSU Health Shreveport Academic Medical Center. The predominance of gram-negative bacteria underscores the need for a polymicrobial, gram-negative-focused empiric treatment approach. Alternative antibiotics with broad-spectrum coverage and minimal nephrotoxicity, such as ceftriaxone, clindamycin, metronidazole, amoxicillin-clavulanate, and linezolid, should be considered. Tailored antibiotic strategies, guided by local microbial profiles and patient-specific factors, are essential to optimize treatment outcomes in this high-risk population.","[('Diabetic foot ulcers', 'DISEASE'), ('DFUs', 'DISEASE'), ('diabetes mellitus', 'DISEASE'), ('diabetic', 'DISEASE'), ('ulcers', 'DISEASE'), ('infection', 'DISEASE'), ('infections', 'DISEASE'), ('nephrotoxic', 'DISEASE'), ('DFUs', 'DISEASE'), ('DFUs', 'DISEASE'), ('acute kidney injury', 'DISEASE'), ('AKI', 'DISEASE'), ('polymicrobial infections', 'DISEASE'), ('DFUs', 'DISEASE'), ('Vancomycin', 'CHEMICAL'), ('vancomycin', 'CHEMICAL'), ('Zosyn', 'CHEMICAL'), ('antibiotic-induced nephrotoxicity', 'DISEASE'), ('AKI', 'DISEASE'), ('DFUs', 'DISEASE'), ('nephrotoxicity', 'DISEASE'), ('ceftriaxone', 'CHEMICAL'), ('clindamycin', 'CHEMICAL'), ('metronidazole', 'CHEMICAL'), ('amoxicillin-clavulanate', 'CHEMICAL'), ('linezolid', 'CHEMICAL')]"
39285296,2024,"BACKGROUND: Despite the worldwide increasing incidence of Group A Streptococcus (GAS) infections reported since December 2022, data on noninvasive GAS (nGAS) infections in the post COVID-19 era are limited. By a self-reported survey performed in an outpatient setting, we investigated the number and clinical features of GAS infections, the diagnostic work-up and the type of treatment utilized. In addition, the rate of influenza vaccination was evaluated. METHODS: In June 2023 family pediatricians involved in the study sent the survey to parents of patients aged 0-16 years. The survey included questions on GAS infections that occurred from January 1 to May 31, 2023. RESULTS: Among 3580 children, 20.3% had a GAS infection (0,8% < 1 year, 16,4% 1-3 years, 42,3% 3-6 years, 26,5% 6-9 years, 11,4%, 9-12 years, and 2,6% 12-16 years). Symptoms reported were sore throat (76.9%), fever (75.2%), tonsillar exudate (25.2%), lymphadenopathy (21.8%), and scarlet fever (14.7%). A single patient was hospitalized due to GAS meningitis. Twenty four percent of children had more than one GAS infection. In this group, frequencies of symptoms reported in the first and in the following infection were similar, except for fever and scarlet fever which were less frequent during relapses. GAS was identified by rapid antigen detection test in 81.0% of children. Eighty-nine per cent of children were treated with antibiotics, mostly amoxicillin/clavulanate (40.4%) and amoxicillin (39.4%). Thirty four percent of children received influenza vaccine. No difference was observed among immunized and not immunized regarding the number and characteristics of GAS infection. CONCLUSIONS: We reported a certain prevalence of nGAS infections in children, mainly those aged 3-6 years age, who were mostly characterized by a low score of symptoms, and in most of the cases diagnosed and treated using a microbiological test as confirmatory tool. In this new clinical setting, a national study would be useful to reach more significant data for the definition of a correct diagnosis and clinical management of nGAS infections in children. Moreover, it is important to improve flu vaccination campaign and coverage to protect children from coinfections that could worsen the disease and misdiagnose the etiology of pharyngitis.","[('infections', 'DISEASE'), ('infections', 'DISEASE'), ('GAS infections', 'DISEASE'), ('GAS infections', 'DISEASE'), ('GAS infection', 'DISEASE'), ('sore throat', 'DISEASE'), ('fever', 'DISEASE'), ('lymphadenopathy', 'DISEASE'), ('scarlet fever', 'DISEASE'), ('GAS meningitis', 'DISEASE'), ('GAS infection', 'DISEASE'), ('infection', 'DISEASE'), ('fever', 'DISEASE'), ('scarlet fever', 'DISEASE'), ('amoxicillin/clavulanate', 'CHEMICAL'), ('amoxicillin', 'CHEMICAL'), ('GAS infection', 'DISEASE'), ('infections', 'DISEASE'), ('infections', 'DISEASE'), ('coinfections', 'DISEASE'), ('pharyngitis', 'DISEASE')]"
39285285,2024,"BACKGROUND: External Jugular Thrombophlebitis (EJT) is a rare clinical phenomenon with few reports in the literature, especially in the pediatric population. This is a report of an unusual case of right-sided EJT in a pediatric patient secondary to acute pharyngitis with sinusitis most prominent on the left side. CASE PRESENTATION: A 13-year-old presented to the emergency department with worsening upper respiratory infectious (URI) symptoms and facial swelling, cough, throat pain, and emesis. The patient had traveled to Switzerland and received amoxicillin for strep throat 6 weeks before this hospitalization. Physical examination revealed nasal purulence, allodynia over the right side of the face without overlying erythema, and oropharyngeal exudate. CT scan revealed left-sided predominate sinusitis and right external jugular vein thrombosis. Blood cultures confirmed the presence of group A streptococcus infection. Treatment included IV antibiotics, non-steroidal anti-inflammatory drugs (NSAIDs), IV steroids, and anticoagulation. Follow-up imaging demonstrated improvement in thrombosis, cellulitis, and sinus disease. The patient was discharged on antibiotics for 6 weeks and anticoagulation for 10 weeks. Follow-up imaging at 6 months revealed no EJT, and medications were discontinued. CONCLUSIONS: EJT is a rare condition, and to our knowledge, no reports of EJT with sinusitis most pronounced on the contralateral side have been published. Physicians will benefit from noting clinical signs of EJT such as facial edema, headache, erythema, and palpable neck mass, especially if these symptoms occur with URI symptoms refractory to treatment. The use of anticoagulation is controversial for internal jugular vein thrombosis, and while no guidelines for EJT exist, anticoagulation is likely not necessary save for severe complications.","[('Jugular Thrombophlebitis', 'DISEASE'), ('pharyngitis', 'DISEASE'), ('sinusitis', 'DISEASE'), ('respiratory infectious', 'DISEASE'), ('cough', 'DISEASE'), ('throat pain', 'DISEASE'), ('emesis', 'DISEASE'), ('amoxicillin', 'CHEMICAL'), ('throat', 'DISEASE'), ('allodynia', 'DISEASE'), ('erythema', 'DISEASE'), ('sinusitis', 'DISEASE'), ('thrombosis', 'DISEASE'), ('streptococcus infection', 'DISEASE'), ('steroids', 'CHEMICAL'), ('thrombosis', 'DISEASE'), ('cellulitis', 'DISEASE'), ('sinus disease', 'DISEASE'), ('sinusitis', 'DISEASE'), ('edema', 'DISEASE'), ('headache', 'DISEASE'), ('erythema', 'DISEASE'), ('jugular vein thrombosis', 'DISEASE')]"
39284639,2024,"AIMS: Healthcare accounts for 5% of global greenhouse gas emissions, with medicines making a sizeable contribution. Product-level medicine emission data is limited, hindering mitigation efforts. To address this, we created Medicine Carbon Footprint (MCF) Classifier, to estimate, standardize, stratify and visualize medicine carbon footprints. METHODS: We used molecular weight and chemical structure to estimate the process mass intensity and global warming potential of the active pharmaceutical ingredient in small molecule medicines. This allowed us to estimate medicine carbon footprints per dose, which we categorized into MCF Ratings, accessible via a searchable web application, MCF Formulary. We performed comparison and sensitivity analyses to validate the ratings, and stratification analyses by therapeutic indication to identify priority areas for emission reduction interventions. RESULTS: We generated standardized medicine carbon footprints for 2214 products, with 38% rated LOW, 35% MEDIUM, 25% HIGH and 2% VERY HIGH. These products represented 2.2 billion NHS England prescribed doses in January 2023, with a total footprint of 140 000 tonnes CO(2)e, equivalent to the monthly emissions of 940 000 cars. Notably, three antibiotics-amoxicillin, flucloxacillin and penicillin V-contributed 15% of emissions. We estimate that implementing the recommended 20% antibiotic prescription reduction could save 4200 tonnes CO(2)e per month, equivalent to removing 29 000 cars. CONCLUSIONS: Standardized medicine carbon footprints have utility in assessing and addressing the carbon emissions of medicines, and the potential to inform and catalyse changes needed to align better healthcare and net zero commitments.","[('Carbon', 'CHEMICAL'), ('carbon', 'CHEMICAL'), ('carbon', 'CHEMICAL'), ('carbon', 'CHEMICAL'), ('flucloxacillin', 'CHEMICAL'), ('penicillin', 'CHEMICAL'), ('carbon', 'CHEMICAL'), ('carbon', 'CHEMICAL')]"
